_id,stockTicker,stockName,currentPrice,marketCap,sector
1587,IPDN,"Professional Diversity Network, Inc.",3.84,15098257.92,Technology
1588,IPGP,IPG Photonics Corporation,252.08,13595810272.48,Technology
1589,IPHS,"Innophos Holdings, Inc.",46.29,903997039.68,Consumer Durables
1590,IPIC,iPic Entertainment Inc.,15.14,0,n/a
1591,IPKW,PowerShares International BuyBack Achievers Portfolio,39.66,259773000,n/a
1592,IPWR,Ideal Power Inc.,1.22,17075267.62,Energy
1593,IPXL,"Impax Laboratories, Inc.",19.65,1456333694.1,Health Care
1594,IRBT,iRobot Corporation,89.91,2506200790.5,Consumer Durables
1595,IRCP,IRSA Propiedades Comerciales S.A.,54,40227300,Consumer Services
1596,IRDM,Iridium Communications Inc,12.65,1239332024.15,Consumer Durables
1597,IRDMB,Iridium Communications Inc,443.156,221578000,Consumer Durables
1598,IRIX,IRIDEX Corporation,7.45,86269636.65,Health Care
1599,IRMD,iRadimed Corporation,14.75,155689686.75,Health Care
1600,IROQ,"IF Bancorp, Inc.",20.0622,79053253.3776,Finance
1601,IRTC,"iRhythm Technologies, Inc.",58.56,1345794707.52,Health Care
1602,IRWD,"Ironwood Pharmaceuticals, Inc.",13.98,2093588320.8,Health Care
1603,ISBC,"Investors Bancorp, Inc.",13.81,4227601261.47,Finance
1604,ISCA,International Speedway Corporation,47.15,2083554539.4,Consumer Services
1605,ISHG,iShares 1-3 Year International Treasury Bond ETF,87.51,78759000,n/a
1606,ISIG,"Insignia Systems, Inc.",1.3,15489078.8,Consumer Services
1607,ISNS,"Image Sensing Systems, Inc.",3.1,16087505.8,Capital Goods
1608,ISRG,"Intuitive Surgical, Inc.",425.92,47723414309.12,Health Care
1609,ISRL,"Isramco, Inc.",107.55,292287667.05,Energy
1610,ISSC,"Innovative Solutions and Support, Inc.",3.0999,52204172.8401,Technology
1611,ISTB,iShares Core 1-5 Year USD Bond ETF,49.45,1280755000,n/a
1612,ISTR,Investar Holding Corporation,25.7,244533598.2,Finance
1613,ITCI,Intra-Cellular Therapies Inc.,16.93,923999208.18,Health Care
1614,ITEQ,ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF,33.06,0,n/a
1615,ITI,"Iteris, Inc.",6.78,222297229.56,Consumer Durables
1616,ITIC,Investors Title Company,193.24,364648904.24,Finance
1617,ITRI,"Itron, Inc.",70.85,2743681270.2,Capital Goods
1618,ITRN,Ituran Location and Control Ltd.,35,733884095,Consumer Non-Durables
1619,ITUS,ITUS Corporation,3.67,60956494.33,Miscellaneous
1620,IUSB,iShares Core Total USD Bond Market ETF,50.15,2061165000,n/a
1621,IUSG,iShares Core S&P U.S. Growth ETF,57.37,3493833000,n/a
1622,IUSV,iShares Core S&P U.S. Value ETF,57.62,3339079000,n/a
1623,IVAC,"Intevac, Inc.",6.65,144896896.55,Technology
1624,IVENC,Ivy NextShares,100.05,0,n/a
1625,IVFGC,Ivy NextShares,100.02,0,n/a
1626,IVFVC,Ivy NextShares,99.99,0,n/a
1627,IVTY,"Invuity, Inc.",4.9,83982917.9,Health Care
1628,IXUS,iShares Core MSCI Total International Stock ETF,66.63,9474786000,n/a
1629,IZEA,IZEA Inc.,4.08,23363450.88,Consumer Services
1630,JACK,Jack In The Box Inc.,91.37,2698353002.35,Consumer Services
1631,JAGX,"Jaguar Health, Inc.",0.124,11944770.456,Health Care
1632,JAKK,"JAKKS Pacific, Inc.",2.55,68817946.5,Consumer Non-Durables
1633,JASN,"Jason Industries, Inc.",2.33,63753508.93,Consumer Durables
1634,JASNW,"Jason Industries, Inc.",0.0199,0,Consumer Durables
1635,JASO,"JA Solar Holdings, Co., Ltd.",7.54,303756794.38,Technology
1636,JAZZ,Jazz Pharmaceuticals plc,146.35,8773755089.6,Health Care
1637,JBHT,"J.B. Hunt Transport Services, Inc.",120.79,13257064870,Transportation
1638,JBLU,JetBlue Airways Corporation,20.94,6714347091.12,Transportation
1639,JBSS,"John B. Sanfilippo & Son, Inc.",62.19,702585865.71,Consumer Non-Durables
1640,JCOM,"j2 Global, Inc.",79.38,3842694671.76,Technology
1641,JCS,"Communications Systems, Inc.",3.58,32109152.46,Public Utilities
1642,JCTCF,Jewett-Cameron Trading Company,15.35,34299482.9,Consumer Services
1643,JD,"JD.com, Inc.",47.55,43839646539.15,Consumer Services
1644,JJSF,J & J Snack Foods Corp.,139.54,2604932720,Consumer Non-Durables
1645,JKHY,"Jack Henry & Associates, Inc.",124.66,9628048406.9,Technology
1646,JKI,iShares Morningstar Mid-Cap ETF,164.21,435156500,n/a
1647,JMBA,"Jamba, Inc.",7.77,119112647.01,Consumer Services
1648,JMU,JMU Limited,0.9501,16541736.0021,Technology
1649,JNCE,"Jounce Therapeutics, Inc.",23.98,773253372.76,Health Care
1650,JNP,"Juniper Pharmaceuticals, Inc.",8,86752904,Health Care
1651,JOBS,"51job, Inc.",71.15,2617848346.65,Technology
1652,JOUT,Johnson Outdoors Inc.,61.02,609794461.08,Consumer Non-Durables
1653,JRJC,China Finance Online Co. Limited,2.51,53261198.51,Finance
1654,JRVR,"James River Group Holdings, Ltd.",37.85,1120802239.4,Finance
1655,JSM,Navient Corporation,21.9,0,Finance
1656,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,40.66,14312320,n/a
1657,JSML,Janus Henderson Small Cap Growth Alpha ETF,38,7676000,n/a
1658,JSYN,Jensyn Acquistion Corp.,10.48,54176360,Public Utilities
1659,JSYNR,Jensyn Acquistion Corp.,0.35,0,Public Utilities
1660,JSYNU,Jensyn Acquistion Corp.,10.8,0,Public Utilities
1661,JSYNW,Jensyn Acquistion Corp.,0.15,0,Public Utilities
1662,JTPY,JetPay Corporation,2.25,35265451.5,Finance
1663,JUNO,"Juno Therapeutics, Inc.",85.57,9868929119.36,Health Care
1664,JVA,"Coffee Holding Co., Inc.",4.2,24611655.6,Consumer Non-Durables
1665,JXSB,Jacksonville Bancorp Inc.,33.35,60512474.45,Finance
1666,JYNT,The Joint Corp.,5.31,71781355.26,Miscellaneous
1667,KAAC,Kayne Anderson Acquisition Corp.,9.71,457973509.4,Finance
1668,KAACU,Kayne Anderson Acquisition Corp.,10,0,Finance
1669,KAACW,Kayne Anderson Acquisition Corp.,0.93,0,Finance
1670,KALA,"Kala Pharmaceuticals, Inc.",14.98,367326542.38,Health Care
1671,KALU,Kaiser Aluminum Corporation,110,1859417010,Capital Goods
1672,KALV,"KalVista Pharmaceuticals, Inc.",10.72,115609882.88,Health Care
1673,KANG,"iKang Healthcare Group, Inc.",16.3,819721164.6,Health Care
1674,KBAL,"Kimball International, Inc.",17.56,658102511.84,Consumer Durables
1675,KBLM,KBL Merger Corp. IV,9.78,145501950,Finance
1676,KBLMR,KBL Merger Corp. IV,0.3999,0,Finance
1677,KBLMU,KBL Merger Corp. IV,10.33,0,Finance
1678,KBLMW,KBL Merger Corp. IV,0.2,0,Finance
1679,KBSF,KBS Fashion Group Limited,4.8099,8518967.8068,Consumer Non-Durables
1680,KBWB,PowerShares KBW Bank Portfolio,60.11,1262310000,n/a
1681,KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,22.81,311356500,n/a
1682,KBWP,PowerShares KBW Property & Casualty Insurance Portfolio,61.24,73488000,n/a
1683,KBWR,PowerShares KBW Regional Banking Portfolio,58.2948,154481220,n/a
1684,KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,32.82,372507000,n/a
1685,KCAP,"KCAP Financial, Inc.",3.33,124339615.92,n/a
1686,KCAPL,"KCAP Financial, Inc.",25.126,0,n/a
1687,KE,"Kimball Electronics, Inc.",18.85,505912586.4,Technology
1688,KELYA,"Kelly Services, Inc.",28.94,1112044330.52,Technology
1689,KELYB,"Kelly Services, Inc.",27,1037498166,Technology
1690,KEQU,Kewaunee Scientific Corporation,29.06,79057323.16,Capital Goods
1691,KERX,"Keryx Biopharmaceuticals, Inc.",4.58,546043584.2,Health Care
1692,KEYW,The KEYW Holding Corporation,6.85,341098044.75,Technology
1693,KFFB,Kentucky First Federal Bancorp,8.75,73889506.25,Finance
1694,KFRC,"Kforce, Inc.",25.8,682855591.8,Technology
1695,KGJI,Kingold Jewelry Inc.,1.85,122309978.7,Miscellaneous
1696,KHC,The Kraft Heinz Company,78.57,95735017874.52,Consumer Non-Durables
1697,KIDS,OrthoPediatrics Corp.,17.7,224754440.7,Health Care
1698,KIN,"Kindred Biosciences, Inc.",8.8,247795081.6,Health Care
1699,KINS,"Kingstone Companies, Inc",20.55,218372561.1,Finance
1700,KIRK,"Kirkland&#39;s, Inc.",10.95,175139304.15,Consumer Services
1701,KLAC,KLA-Tencor Corporation,111.15,17408326893.75,Capital Goods
1702,KLIC,"Kulicke and Soffa Industries, Inc.",23.38,1650716680.34,Technology
1703,KLXI,KLX Inc.,70.82,3566818422.48,Capital Goods
1704,KMDA,Kamada Ltd.,5.4,217419222.6,Health Care
1705,KMPH,"KemPharm, Inc.",6.6,96739038,Health Care
1706,KNDI,"Kandi Technologies Group, Inc.",5.8,278611920.4,Capital Goods
1707,KNSL,"Kinsale Capital Group, Inc.",47.98,1009019639.9,Finance
1708,KONA,"Kona Grill, Inc.",1.7,17178466,Consumer Services
1709,KONE,Kingtone Wirelessinfo Solution Holding Ltd,4.99,3564731.25,Technology
1710,KOOL,Cesca Therapeutics Inc.,2.75,29875114.5,Capital Goods
1711,KOPN,Kopin Corporation,3.42,257651045.46,Technology
1712,KOSS,Koss Corporation,2.05,15134547.3,Consumer Non-Durables
1713,KPTI,Karyopharm Therapeutics Inc.,11.78,555789529.5,Health Care
1714,KRMA,Global X Conscious Companies ETF,20.3017,0,n/a
1715,KRNT,Kornit Digital Ltd.,14.6,492531554.8,Capital Goods
1716,KRNY,Kearny Financial,13.65,1105893625.2,Finance
1717,KRYS,"Krystal Biotech, Inc.",9.69,99198923.43,Health Care
1718,KTCC,Key Tronic Corporation,7.2101,77578368.768,Technology
1719,KTEC,"Key Technology, Inc.",26.6,172345815.6,Technology
1720,KTOS,"Kratos Defense & Security Solutions, Inc.",11.53,1191020463.25,Capital Goods
1721,KTOV,Kitov Pharma Ltd.,2.71,17453706.22,Health Care
1722,KTOVW,Kitov Pharma Ltd.,0.78,0,Health Care
1723,KTWO,"K2M Group Holdings, Inc.",20.72,897767079.44,Health Care
1724,KURA,"Kura Oncology, Inc.",19.95,665377946.1,Health Care
1725,KVHI,"KVH Industries, Inc.",11.45,195908996.2,Technology
1726,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,64.57,219538000,n/a
1727,KZIA,Kazia Therapeutics Limited,4.75,8210080.5,Capital Goods
1728,LABL,Multi-Color Corporation,75.65,1546331541.3,Miscellaneous
1729,LACQ,Leisure Acquisition Corp.,2.12,0,Finance
1730,LACQU,Leisure Acquisition Corp.,9.96,0,Finance
1731,LACQW,Leisure Acquisition Corp.,0.65,0,Finance
1732,LAKE,"Lakeland Industries, Inc.",13.85,112409356.15,Health Care
1733,LALT,PowerShares Multi-Strategy Alternative Portfolio,21.3606,4272120,n/a
1734,LAMR,Lamar Advertising Company,71.5,7037866478.5,Consumer Services
1735,LANC,Lancaster Colony Corporation,128.35,3522252062.6,Consumer Non-Durables
1736,LAND,Gladstone Land Corporation,12.33,168155775.54,Consumer Services
1737,LANDP,Gladstone Land Corporation,26,0,Consumer Services
1738,LARK,Landmark Bancorp Inc.,28.6,116329642,Finance
1739,LAUR,"Laureate Education, Inc.",14.26,2671246343.28,Consumer Services
1740,LAWS,"Lawson Products, Inc.",23.65,210201862.2,Consumer Durables
1741,LAYN,Layne Christensen Company,13.35,265429586.1,Basic Industries
1742,LBAI,"Lakeland Bancorp, Inc.",20.6,975489598.4,Finance
1743,LBC,Luther Burbank Corporation,12.89,697993500,Finance
1744,LBCC,Long Blockchain Corp.,3.04,31068486.88,Consumer Non-Durables
1745,LBIX,Leading Brands Inc,1.45,4063497.4,Consumer Non-Durables
1746,LBRDA,Liberty Broadband Corporation,93.9,17075373485.7,Consumer Services
1747,LBRDK,Liberty Broadband Corporation,95.04,17282678339.52,Consumer Services
1748,LBTYA,Liberty Global plc,37.19,30514647111.01,Consumer Services
1749,LBTYB,Liberty Global plc,38.2,31343358957.8,Consumer Services
1750,LBTYK,Liberty Global plc,35.75,29333117349.25,Consumer Services
1751,LCA,"Landcadia Holdings, Inc.",10,312500000,Finance
1752,LCAHU,"Landcadia Holdings, Inc.",10.61,0,Finance
1753,LCAHW,"Landcadia Holdings, Inc.",0.65,0,Finance
1754,LCNB,LCNB Corporation,19.6,196451956.4,Finance
1755,LCUT,"Lifetime Brands, Inc.",17.5,260700160,Capital Goods
1756,LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.7,23465000,n/a
1757,LE,"Lands&#39; End, Inc.",16.35,524793847.05,Consumer Services
1758,LECO,"Lincoln Electric Holdings, Inc.",97.86,6434852997.72,Technology
1759,LEDS,SemiLEDS Corporation,4.08,14459173.2,Technology
1760,LEGR,First Trust Indxx Innovative Transaction & Process ETF,29.925,0,n/a
1761,LENS,Presbia PLC,3.18,54447505.26,Health Care
1762,LEXEA,"Liberty Expedia Holdings, Inc.",47.16,2700029031.84,Consumer Services
1763,LEXEB,"Liberty Expedia Holdings, Inc.",49.4408,2830610588.5792,Consumer Services
1764,LFIN,LongFin Corp,37.42,3102118000,Technology
1765,LFUS,"Littelfuse, Inc.",222,5505316950,Consumer Durables
1766,LFVN,Lifevantage Corporation,4.42,62912706.48,Health Care
1767,LGCY,Legacy Reserves LP,2.3,167567535,Energy
1768,LGCYO,Legacy Reserves LP,5.3,37100000,Energy
1769,LGCYP,Legacy Reserves LP,5.4,10800000,Energy
1770,LGIH,"LGI Homes, Inc.",67.89,1475783247.51,Capital Goods
1771,LGND,Ligand Pharmaceuticals Incorporated,159.81,3372866119.56,Health Care
1772,LHCG,LHC Group,62.89,1149566750.23,Health Care
1773,LIFE,"aTyr Pharma, Inc.",3.35,99690462.45,Health Care
1774,LILA,Liberty Latin America Ltd.,22.5,3852282892.5,Consumer Services
1775,LILAK,Liberty Latin America Ltd.,22.58,3865979898.34,Consumer Services
1776,LINC,Lincoln Educational Services Corporation,1.84,45483061.2,Consumer Services
1777,LIND,Lindblad Expeditions Holdings Inc. ,9.36,425254302.72,Consumer Services
1778,LINDW,Lindblad Expeditions Holdings Inc. ,1.35,0,Consumer Services
1779,LINK,"Interlink Electronics, Inc.",5.34,39176845.92,Technology
1780,LINU,LiNiu Technology Group,1.68,3497096.4,Consumer Services
1781,LION,Fidelity Southern Corporation,24.21,649647363.24,Finance
1782,LITE,Lumentum Holdings Inc.,47.9,2969800000,Consumer Durables
1783,LIVE,Live Ventures Incorporated,13.78,27448092.62,Finance
1784,LIVN,LivaNova PLC,85.68,4130766375.12,Health Care
1785,LJPC,La Jolla Pharmaceutical Company,35.84,793685509.12,Health Care
1786,LKFN,Lakeland Financial Corporation,48.42,1211755675.86,Finance
1787,LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,53.89,21556053.89,n/a
1788,LKQ,LKQ Corporation,41.79,12914955488.19,Consumer Services
1789,LLEX,"Lilis Energy, Inc.",4.12,220008000,Energy
1790,LLIT,Lianluo Smart Limited,2.055,35577364.23,Health Care
1791,LLNW,"Limelight Networks, Inc.",4.37,481440527.09,Miscellaneous
1792,LMAT,"LeMaitre Vascular, Inc.",35.33,680630330.2,Health Care
1793,LMB,"Limbach Holdings, Inc.",14.07,104896042.86,Basic Industries
1794,LMBS,First Trust Low Duration Opportunities ETF,51.45,985267602.9,n/a
1795,LMFA,"LM Funding America, Inc.",1.68,10040315.04,Finance
1796,LMFAW,"LM Funding America, Inc.",0.2392,0,Finance
1797,LMNR,Limoneira Co,21.53,312651232.15,Consumer Non-Durables
1798,LMNX,Luminex Corporation,20.27,892984167.71,Health Care
1799,LMRK,Landmark Infrastructure Partners LP,17.95,411415759.1,Consumer Services
1800,LMRKO,Landmark Infrastructure Partners LP,24.8,0,Consumer Services
1801,LMRKP,Landmark Infrastructure Partners LP,25.1,0,Consumer Services
1802,LNCE,"Snyder&#39;s-Lance, Inc.",50.01,4862848775.28,Consumer Non-Durables
1803,LNDC,Landec Corporation,13.1,360693985.2,Consumer Non-Durables
1804,LNGR,Global X Longevity Thematic ETF,20.72,0,n/a
1805,LNTH,"Lantheus Holdings, Inc.",23.15,868263807.4,Health Care
1806,LOAN,"Manhattan Bridge Capital, Inc",5.85,47437263.9,Consumer Services
1807,LOB,"Live Oak Bancshares, Inc.",27.05,1079175520.15,Finance
1808,LOCO,"El Pollo Loco Holdings, Inc.",10.05,388461825.9,Consumer Services
1809,LOGI,Logitech International S.A.,42.34,6948455082.6,Technology
1810,LOGM,"LogMein, Inc.",126.45,6661588825.8,Technology
1811,LONE,Lonestar Resources US Inc.,4.17,102203142.99,Energy
1812,LOOP,"Loop Industries, Inc.",16.3,534756333.1,Public Utilities
1813,LOPE,"Grand Canyon Education, Inc.",92.25,4439149058.25,Consumer Services
1814,LORL,"Loral Space and Communications, Inc.",47.45,1467759034.95,Technology
1815,LOXO,"Loxo Oncology, Inc.",100.43,3006623526.72,Health Care
1816,LPCN,Lipocine Inc.,1.43,30311047.91,Health Care
1817,LPLA,LPL Financial Holdings Inc.,60.6,5465521878,Finance
1818,LPNT,"LifePoint Health, Inc.",49.5,1951081753.5,Health Care
1819,LPSN,"LivePerson, Inc.",11.95,711317990.1,Technology
1820,LPTH,"LightPath Technologies, Inc.",2.37,60838075.38,Technology
1821,LPTX,"LEAP THERAPEUTICS, INC.",6.57,81165871.98,Health Care
1822,LQDT,"Liquidity Services, Inc.",6.5,207579209.5,Miscellaneous
1823,LRAD,LRAD Corporation,2.43,78365769.84,Consumer Non-Durables
1824,LRCX,Lam Research Corporation,189.11,30153778610,Technology
1825,LRGE,ClearBridge Large Cap Growth ESG ETF,31.37,3137062.74,n/a
1826,LSBK,"Lake Shore Bancorp, Inc.",16.95,103358015.1,Finance
1827,LSCC,Lattice Semiconductor Corporation,6.47,798176001.36,Technology
1828,LSTR,"Landstar System, Inc.",115.45,4844951263.65,Transportation
1829,LSXMA,Liberty Media Corporation,44.65,0,Consumer Services
1830,LSXMB,Liberty Media Corporation,44.09,0,Consumer Services
1831,LSXMK,Liberty Media Corporation,44.48,14948983894.08,Consumer Services
1832,LTBR,Lightbridge Corporation,2.1,28980000,Consumer Services
1833,LTRPA,"Liberty TripAdvisor Holdings, Inc.",8.75,656743543.75,Technology
1834,LTRPB,"Liberty TripAdvisor Holdings, Inc.",9.05,679260465.25,Technology
1835,LTRX,"Lantronix, Inc.",2.2598,41076221.8944,Technology
1836,LTXB,"LegacyTexas Financial Group, Inc.",45,2165282550,Finance
1837,LULU,lululemon athletica inc.,78.81,10669297248.33,Consumer Non-Durables
1838,LUNA,Luna Innovations Incorporated,2.23,63338438.01,Health Care
1839,LVHD,Legg Mason Low Volatility High Dividend ETF,31.245,0,n/a
1840,LVNTA,Liberty Interactive Corporation,58.65,5020443636.3,Consumer Services
1841,LVNTB,Liberty Interactive Corporation,54.3,4648083366.6,Consumer Services
1842,LWAY,"Lifeway Foods, Inc.",7.88,126271200.32,Consumer Non-Durables
1843,LX,LexinFintech Holdings Ltd.,15.87,190440000,Finance
1844,LXRX,"Lexicon Pharmaceuticals, Inc.",9.895,1044791221.63,Health Care
1845,LYL,Dragon Victory International Limited,4.8,56000001.6,Finance
1846,LYTS,LSI Industries Inc.,7.9,203755330.6,Consumer Durables
1847,MACK,"Merrimack Pharmaceuticals, Inc.",10.31,137462889.77,Health Care
1848,MACQ,"M I Acquisitions, Inc.",10.2401,72282234.1943,Finance
1849,MACQU,"M I Acquisitions, Inc.",10.74,0,n/a
1850,MACQW,"M I Acquisitions, Inc.",0.45,0,Finance
1851,MAGS,Magal Security Systems Ltd.,6.2,142677177.6,Consumer Durables
1852,MAMS,"MAM Software Group, Inc.",7.35,92389375.05,Technology
1853,MANH,"Manhattan Associates, Inc.",52.62,3627262247.76,Technology
1854,MANT,ManTech International Corporation,52.31,2039771275.17,Consumer Services
1855,MAR,Marriott International,147.52,53783030868.16,Consumer Services
1856,MARA,"Marathon Patent Group, Inc.",3.07,44600287.67,Miscellaneous
1857,MARK,"Remark Holdings, Inc.",8.9,243177076.3,Consumer Services
1858,MARPS,Marine Petroleum Trust,4.468,8936000,Energy
1859,MASI,Masimo Corporation,92.93,4801799411.92,Health Care
1860,MAT,"Mattel, Inc.",15.32,5265936706,Consumer Non-Durables
1861,MATR,Mattersight Corporation,2.85,93286057.5,Technology
1862,MATW,Matthews International Corporation,55.5,1792182190.5,Capital Goods
1863,MAYS,"J. W. Mays, Inc.",38,76599640,Consumer Services
1864,MB,"MINDBODY, Inc.",34.95,1632212881.5,Technology
1865,MBB,iShares MBS ETF,104.82,11813214000,n/a
1866,MBCN,Middlefield Banc Corp.,50,160885800,Finance
1867,MBFI,MB Financial Inc.,43.19,3624413755.48,Finance
1868,MBFIO,MB Financial Inc.,24.74,0,Finance
1869,MBFIP,MB Financial Inc.,24.9799,99919600,Finance
1870,MBII,"Marrone Bio Innovations, Inc.",1.0206,31996705.0662,Basic Industries
1871,MBIN,Merchants Bancorp,21.41,614149425.47,Finance
1872,MBIO,"Mustang Bio, Inc.",11.83,310326204.37,Health Care
1873,MBOT,Microbot Medical Inc. ,1.08,41693759.64,Health Care
1874,MBRX,"Moleculin Biotech, Inc.",1.85,39101709.15,Health Care
1875,MBSD,FlexShares Disciplined Duration MBS Index Fund,23.27,36068523.27,n/a
1876,MBTF,M B T Financial Corp,11.15,255422460.6,Finance
1877,MBUU,"Malibu Boats, Inc.",32.51,662362641.2,Capital Goods
1878,MBVX,"MabVax Therapeutics Holdings, Inc.",0.719,14803322.035,Health Care
1879,MBWM,Mercantile Bank Corporation,35.47,588522673.75,Finance
1880,MCBC,Macatawa Bank Corporation,10.4,353318960.8,Finance
1881,MCEF,First Trust Municipal CEF Income Opportunity ETF,18.07,14456036.14,n/a
1882,MCEP,"Mid-Con Energy Partners, LP",1.79,53863718.77,Energy
1883,MCFT,"MCBC Holdings, Inc.",23.31,435394459.71,Capital Goods
1884,MCHI,iShares MSCI China ETF,73.11,3465414000,n/a
1885,MCHP,Microchip Technology Incorporated,94.54,22113415286.98,Technology
1886,MCHX,"Marchex, Inc.",3.45,150658981.5,Miscellaneous
1887,MCRB,"Seres Therapeutics, Inc.",9.97,404085485.83,Health Care
1888,MCRI,"Monarch Casino & Resort, Inc.",45.55,806258367.15,Consumer Services
1889,MDB,"MongoDB, Inc.",27.45,1388466951.3,Technology
1890,MDCA,MDC Partners Inc.,9,449415855,Technology
1891,MDCO,The Medicines Company,33.47,2439872463.65,Health Care
1892,MDGL,"Madrigal Pharmaceuticals, Inc.",149.04,1862359873.2,Health Care
1893,MDGS,Medigus Ltd.,1.407,1424828.097,Health Care
1894,MDIV,First Trust Multi-Asset Diversified Income Index Fund,19.0143,775783478.0286,n/a
1895,MDLZ,"Mondelez International, Inc.",45.87,68547604990.26,Consumer Non-Durables
1896,MDRX,"Allscripts Healthcare Solutions, Inc.",14.93,2697566001.23,Technology
1897,MDSO,"Medidata Solutions, Inc.",67.82,3964821968.1,Technology
1898,MDWD,MediWound Ltd.,4.4,119010042.8,Consumer Durables
1899,MDXG,"MiMedx Group, Inc",17.13,1902027374.49,Health Care
1900,MEDP,"Medpace Holdings, Inc.",37.41,1325424553.26,Health Care
1901,MEET,"The Meet Group, Inc.",2.75,197466544,Consumer Services
1902,MEIP,"MEI Pharma, Inc.",2.21,81803032.87,Health Care
1903,MELI,"MercadoLibre, Inc.",378.76,16725043188.64,Miscellaneous
1904,MELR,"Melrose Bancorp, Inc.",19.875,51689767.125,Finance
1905,MEOH,Methanex Corporation,62.95,5273337489.3,Basic Industries
1906,MERC,Mercer International Inc.,14.2,923245489.6,Basic Industries
1907,MESO,Mesoblast Limited,5.5,28892990.5,Health Care
1908,METC,"Ramaco Resources, Inc.",7.21,285223028.86,Energy
1909,MFIN,Medallion Financial Corp.,4.29,104431826.07,Finance
1910,MFINL,Medallion Financial Corp.,25.099,0,Finance
1911,MFNC,Mackinac Financial Corporation,16.6758,101875480.5198,Finance
1912,MFSF,MutualFirst Financial Inc.,38.3,283013790.2,Finance
1913,MGEE,MGE Energy Inc.,58.95,2043700411.5,Energy
1914,MGEN,"Miragen Therapeutics, Inc.",7.98,178029163.62,Health Care
1915,MGI,"Moneygram International, Inc.",12.13,657826032.9,Miscellaneous
1916,MGIC,Magic Software Enterprises Ltd.,9.1,404846059.8,Technology
1917,MGLN,"Magellan Health, Inc.",100.3,2411441687,Health Care
1918,MGNX,"MacroGenics, Inc.",22.34,822619341.4,Health Care
1919,MGPI,"MGP Ingredients, Inc.",86.35,1444180953.6,Consumer Non-Durables
1920,MGRC,McGrath RentCorp,47.79,1148494632.48,Technology
1921,MGYR,"Magyar Bancorp, Inc.",12.8432,74757005.0272,Finance
1922,MHLD,"Maiden Holdings, Ltd.",7.2,609298768.8,Finance
1923,MICT,"Micronet Enertec Technologies, Inc.",1.07,9236942.99,Capital Goods
1924,MICTW,"Micronet Enertec Technologies, Inc.",0.1059,0,Capital Goods
1925,MIDD,The Middleby Corporation,135.78,7591850303.28,Technology
1926,MIII,M III Acquisition Corp.,9.96,191331600,Finance
1927,MIIIU,M III Acquisition Corp.,10.85,0,Finance
1928,MIIIW,M III Acquisition Corp.,0.855,0,Finance
1929,MIK,"The Michaels Companies, Inc.",26.9,4875588281.5,Consumer Services
1930,MILN,Global X Millennials Thematic ETF,20.3601,15273108.6549,n/a
1931,MIME,Mimecast Limited,30.94,1773459729.86,Technology
1932,MIND,"Mitcham Industries, Inc.",3.82,46181274.98,Technology
1933,MINDP,"Mitcham Industries, Inc.",22.8093,0,Technology
1934,MINI,"Mobile Mini, Inc.",38.2,1693274248.2,Capital Goods
1935,MITK,"Mitek Systems, Inc.",7.5,261237270,Technology
1936,MITL,Mitel Networks Corporation,9.07,1089204599.7,Technology
1937,MKSI,"MKS Instruments, Inc.",109.1,5923537150.6,Capital Goods
1938,MKTX,"MarketAxess Holdings, Inc.",195.6,7342225268.4,Finance
1939,MLAB,"Mesa Laboratories, Inc.",148.9,562804626.1,Capital Goods
1940,MLCO,Melco Resorts & Entertainment Limited,30.06,5124848839.2,Consumer Services
1941,MLHR,"Herman Miller, Inc.",40.15,2400101234.3,Consumer Durables
1942,MLNK,"ModusLink Global Solutions, Inc",2.24,124448410.24,Miscellaneous
1943,MLNT,"Melinta Therapeutics, Inc.",14.1,441688859.1,Health Care
1944,MLNX,"Mellanox Technologies, Ltd.",64.95,3307826794.05,Technology
1945,MLVF,"Malvern Bancorp, Inc.",22.3,146570853.2,Finance
1946,MMAC,"MMA Capital Management, LLC",28.55,157758363.85,Finance
1947,MMDM,Modern Media Acquisition Corp.,9.8,253575000,Finance
1948,MMDMR,Modern Media Acquisition Corp.,0.46,0,Finance
1949,MMDMU,Modern Media Acquisition Corp.,10.5,0,Finance
1950,MMDMW,Modern Media Acquisition Corp.,0.48,0,Finance
1951,MMLP,Martin Midstream Partners L.P.,16.35,628602106.2,Energy
1952,MMSI,"Merit Medical Systems, Inc.",46.1,2314166201.3,Health Care
1953,MMYT,MakeMyTrip Limited,30.85,2828258063.05,Consumer Services
1954,MNDO,MIND C.T.I. Ltd.,2.8066,54143293.7588,Technology
1955,MNGA,MagneGas Corporation,2.15,217569.25,Technology
1956,MNKD,MannKind Corporation,2.61,310252383.45,Health Care
1957,MNLO,Menlo Therapeutics Inc.,35,767479930,Health Care
1958,MNOV,"MediciNova, Inc.",9.62,347289051.46,Health Care
1959,MNRO,"Monro, Inc. ",55.85,1830319606.85,Consumer Services
1960,MNST,Monster Beverage Corporation,67.93,38310026969,Consumer Non-Durables
